X1,X2,X3,fitness_value
-0.0626058,0.276114,-0.127417,1.79757
-0.038797,0.284312,-0.191342,2.04811
0.0609053,0.273655,-0.198781,2.05548
-0.0165018,0.267973,-0.229351,2.11646
-0.0441435,0.267856,-0.236484,2.16715
0.00310795,0.258747,-0.259285,2.20278
0.0106937,0.280798,-0.240045,2.2183
0.0141091,0.34389,-0.172846,2.23578
-0.0110778,0.259058,-0.26626,2.23587
-0.0193714,0.274756,-0.267416,2.31065
0.0339356,0.263396,-0.280156,2.32531
-0.188887,0.304468,-0.138875,2.33112
0.0678056,0.264374,-0.272034,2.33328
0.028822,0.271944,-0.275928,2.33953
-0.0148292,0.300752,-0.249388,2.34421
0.0343902,0.268288,-0.283002,2.35771
0.041174,0.257119,-0.29587,2.37123
0.0366653,0.2988,-0.256109,2.37548
0.0691199,0.259154,-0.289217,2.38502
0.0520467,0.298342,-0.256774,2.39094
-0.0786624,0.269741,-0.286413,2.43057
0.0519696,0.292517,-0.273053,2.43203
0.0407154,0.270385,-0.29862,2.43502
0.11595,0.277818,-0.261155,2.43557
-0.0151404,0.283009,-0.290427,2.43728
0.0149436,0.313901,-0.259635,2.43893
0.0742432,0.268956,-0.292675,2.44558
0.0397629,0.295942,-0.276423,2.44738
0.00655122,0.268342,-0.309881,2.45504
-0.0953744,0.266742,-0.289657,2.46117
gbest_X1,gbest_X2,gbest_X3,gbest
-0.0626058,0.276114,-0.127417,1.79757
